iso3,country,hdicode,hdi_2022,anesthesiology,total_yearly,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1940,1939,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
FJI,Fiji,High,0.729,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,1,2
FIN,Finland,Very High,0.942,3656,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,3,1,3,2,3,7,4,9,6,6,9,6,11,11,32,45,26,39,58,50,44,48,60,60,54,73,48,56,62,72,67,77,69,94,116,75,121,95,94,85,70,91,55,78,65,82,105,109,91,80,82,70,71,73,71,61,65,61,73,70,71,66,93
FRA,France,Very High,0.91,21005,20172,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,3,0,1,1,1,1,1,3,3,0,0,5,2,5,5,8,5,8,7,7,10,174,235,183,262,257,225,219,230,246,217,207,245,264,248,277,268,375,283,347,301,295,406,372,362,395,463,383,423,410,434,415,505,529,557,564,577,548,562,538,673,636,578,513,533,587,594,655,670,842
GAB,Gabon,Medium,0.693,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
GMB,Gambia,Low,0.495,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,1
GEO,Georgia,Very High,0.814,126,116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,1,1,1,0,1,2,0,0,1,1,0,1,1,1,2,1,1,1,0,0,1,1,0,0,1,0,1,1,3,2,3,2,5,2,2,3,3,3,5,8,10,5,9,10,10
DEU,Germany,Very High,0.95,29051,27802,0,0,0,1,0,2,1,0,2,3,0,0,2,1,2,2,0,0,1,0,1,0,0,1,0,0,0,1,1,3,12,16,15,14,22,20,15,14,19,8,10,18,12,7,17,21,28,31,56,37,27,26,39,214,311,252,217,275,296,278,305,296,320,264,245,340,272,274,309,321,417,402,389,410,468,444,564,682,601,598,721,742,727,752,811,877,839,910,759,748,778,813,724,764,751,728,740,797,747,778,910,1114
GHA,Ghana,Medium,0.602,162,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,1,1,3,1,1,0,1,0,2,2,3,5,4,1,3,4,2,4,4,3,12,9,7,5,7,22,16
GRC,Greece,Very High,0.893,2526,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,1,1,2,2,2,4,8,6,7,4,7,5,4,7,5,4,7,10,7,6,14,9,20,19,27,34,25,42,33,32,42,45,54,86,103,111,114,116,110,121,83,104,90,91,95,93,107,110,118,199
GRD,Grenada,High,0.793,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,2,3,1,3,3,2,3,4,4,0,9,14
GTM,Guatemala,Medium,0.629,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,1,1,2,4
GIN,Guinea,Low,0.471,57,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,2,0,2,3,0,2,1,0,4,0,1,1,1,0,1,1,2,0,1,0,0,0,1,2,2,1,1,1,3,7,3
GNB,Guinea-Bissau,Low,0.483,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
GUY,Guyana,High,0.742,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,1
HTI,Haiti,Medium,0.552,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,1,1,1,3,1
HND,Honduras,Medium,0.624,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,1
HKG,Hong Kong S.A.R.,Very High,0.956,1904,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,3,3,1,1,3,6,6,4,6,1,11,14,13,11,35,24,18,33,30,37,46,37,32,46,43,50,69,53,59,58,69,45,52,43,59,50,49,47,46,67,58,67,83,78,98,111
HUN,Hungary,Very High,0.851,1488,1429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,2,3,3,1,0,2,2,1,0,1,1,0,0,1,1,1,0,3,2,3,2,3,2,2,4,6,35,32,23,27,30,20,13,37,12,15,17,8,13,13,6,17,19,21,14,19,15,10,16,14,34,28,26,22,31,28,44,38,27,35,34,36,39,43,38,33,36,37,33,33,42,43,54,52,65
ISL,Iceland,Very High,0.959,120,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,2,2,2,2,2,1,3,1,0,4,4,6,1,0,5,1,4,5,4,6,6,2,3,6,4,5,7,7,5
IND,India,Medium,0.644,17791,16302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,3,0,2,3,1,4,0,5,10,3,9,7,1,15,47,36,25,33,42,39,44,40,30,26,25,23,22,23,29,23,24,31,46,57,65,60,58,82,116,125,141,89,133,231,245,278,323,338,344,393,465,592,733,785,886,967,1074,1029,1003,989,1105,1331,1585
IDN,Indonesia,High,0.713,616,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,1,0,1,0,1,3,3,2,2,0,4,4,4,5,2,5,5,5,11,12,31,40,83,84,161
IRN,Iran,High,0.78,4771,4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,3,4,7,6,6,4,5,1,0,1,0,0,0,1,1,0,0,3,0,1,1,1,2,2,6,2,5,9,19,29,27,40,78,120,139,160,139,250,263,302,309,250,271,289,324,304,370,457
IRQ,Iraq,Medium,0.673,467,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,0,0,0,0,5,0,0,0,0,0,1,4,2,0,0,1,0,0,0,2,1,1,0,2,4,3,3,6,8,8,8,9,8,9,9,16,25,58,96,64
IRL,Ireland,Very High,0.95,2493,2340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,0,2,0,3,0,2,5,2,3,1,3,1,2,5,1,2,6,6,6,6,7,4,2,8,11,12,8,12,13,17,19,23,21,16,20,19,26,30,28,34,31,44,39,43,52,53,56,57,57,58,76,80,77,91,92,75,90,87,79,90,95,111,90,141,179
ISR,Israel,Very High,0.915,3774,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,3,4,0,1,4,3,6,2,9,4,6,2,5,1,8,13,13,21,26,25,26,20,43,22,44,28,28,41,40,33,35,31,57,42,54,46,79,72,71,81,59,73,88,88,114,100,124,122,129,127,102,76,78,94,126,86,90,86,98,113,115,106,130,180
ITA,Italy,Very High,0.906,17438,16291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,3,0,1,1,1,1,3,0,5,4,0,6,1,9,5,1,5,3,6,38,151,169,162,161,151,188,183,249,217,231,184,134,150,181,135,143,157,205,183,163,185,190,193,245,312,293,287,289,328,307,317,339,417,360,439,424,404,466,410,496,477,499,481,558,567,619,673,1007,1111
JAM,Jamaica,High,0.706,97,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,1,0,0,1,2,3,4,0,2,0,0,4,0,3,4,1,2,1,1,0,1,0,1,0,2,0,2,3,2,1,4,5,1,3,1,2,1,2,5,0,9,2,1,1,0,4,1,1
JPN,Japan,Very High,0.92,33248,31758,0,0,0,1,1,1,2,2,0,2,0,0,0,1,2,3,1,2,0,0,2,1,0,0,1,0,0,0,0,3,0,6,0,8,6,6,5,8,7,16,17,14,11,26,35,28,28,37,33,40,27,73,65,297,259,229,256,293,290,250,289,277,274,272,349,332,302,333,407,423,503,535,584,752,841,773,635,769,817,795,782,773,810,811,802,902,777,774,729,847,857,832,857,826,908,914,974,780,976,851,960,1359
JOR,Jordan,High,0.736,356,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,5,1,0,1,1,0,2,1,2,7,7,1,8,7,4,9,13,10,16,19,20,9,10,11,4,16,15,20,15,34,36
KAZ,Kazakhstan,Very High,0.802,89,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,2,4,7,7,12,19
KEN,Kenya,Medium,0.601,219,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,3,1,3,1,3,2,1,0,2,2,1,1,1,1,0,0,1,2,1,6,1,4,1,3,2,2,3,1,4,3,2,0,0,2,2,3,6,8,6,8,10,10,9,14,7,15,18,15
KIR,Kiribati,Medium,0.628,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,Very High,0.847,184,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,2,1,1,6,2,2,0,3,3,0,2,3,2,0,2,5,8,6,4,6,5,7,4,5,7,8,10,7,3,5,7,9,2,5,10,12
KGZ,Kyrgyzstan,High,0.701,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,4
LAO,Laos,Medium,0.62,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1
LVA,Latvia,Very High,0.879,105,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,4,1,3,2,0,2,7,1,4,2,2,4,6,2,3,7,0,6,11,10
LBN,Lebanon,High,0.723,828,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,5,4,4,2,1,1,3,2,2,1,0,4,4,4,4,1,1,4,6,12,11,7,8,10,7,14,14,17,26,21,30,40,26,35,23,28,19,26,18,86,21,23,18,25,28,39,44,45
LSO,Lesotho,Low,0.521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,Low,0.487,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,1
LBY,Libya,High,0.746,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,4,5
LIE,Liechtenstein,Very High,0.942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LTU,Lithuania,Very High,0.879,213,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,17,7,12,5,4,2,3,5,7,3,7,9,9,8,7,12,15,12,24,19
LUX,Luxembourg,Very High,0.927,66,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,4,6,3,0,2,1,4,3,2,5,0,6,4
MDG,Madagascar,Low,0.487,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,0,0,0,0,2,3,2,4,3,3,3,1
MWI,Malawi,Low,0.508,84,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,0,1,2,1,0,2,0,1,1,3,0,1,1,3,4,4,4,6,5,3,4,7,5,8
MYS,Malaysia,Very High,0.807,1073,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,3,9,9,5,3,2,3,2,4,1,2,1,3,1,0,1,1,3,9,4,5,8,7,9,9,6,9,14,12,9,7,11,13,11,24,20,19,16,23,23,35,38,39,43,47,52,74,62,99,134
MDV,Maldives,High,0.762,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MLI,Mali,Low,0.41,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,3,0,1,1,1,1,0,1,0,3,4,2,3
MLT,Malta,Very High,0.915,69,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,3,1,2,1,5,4,4,7,4,13,10
MHL,Marshall Islands,High,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,Mauritania,Low,0.54,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0
MUS,Mauritius,High,0.796,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
MEX,Mexico,High,0.781,2294,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,0,2,1,3,14,10,10,4,12,8,14,5,4,10,5,23,23,16,18,13,15,21,23,29,24,22,28,19,60,40,58,34,28,34,47,59,76,100,65,70,86,75,53,71,99,77,95,81,54,88,111,106,117
FSM,Micronesia,Medium,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,Moldova,High,0.763,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,4,2,1,1,1,2
MCO,Monaco,,,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,2,0,0,4,2,5,2,2,3,7,1,1
MNG,Mongolia,High,0.741,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1,1,0,2,3,2,2,3,0,1
MNE,Montenegro,Very High,0.844,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,1,2,1,2,3,1,1
MAR,Morocco,Medium,0.698,543,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,1,5,1,0,0,0,3,1,3,3,3,8,9,6,7,7,14,1,15,5,3,10,9,17,18,13,12,20,24,26,19,21,29,17,23,41,82
MOZ,Mozambique,Low,0.461,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,2,4,1,1
